X,Y,OBJECTID,TYPE_BANK,STANDPLAATS,WIJK
186278.469500002,440977.6043,901,Bank,Park,Schuytgraaf
186235.408500001,440962.9199,902,Bank,Park,Schuytgraaf
186396.8378,441215.100000001,903,Bank,Speeltuin,Schuytgraaf
186289.013599999,441514.4441,904,Bank,Speeltuin,Schuytgraaf
186236.332600001,441606.5711,905,Bank,Speeltuin,Schuytgraaf
188601.6741,441050.822900001,906,Bank,Speeltuin,Elden
188810.141199999,441208.285700001,907,Bank,Speeltuin,Elden
188136.607799999,440041.0337,908,Bank,Speeltuin,De Laar
188139.354499999,440041.309,909,Bank,Speeltuin,De Laar
192357.3149,446044.831599999,910,Bank,Bushalte,Monnikenhuizen
192402.041099999,446063.647500001,911,Bank,Bushalte,Monnikenhuizen
192402.9738,446062.274900001,912,Bank,Park,Monnikenhuizen
190623.391399998,443908.219300002,913,Bank,Trottoir,Centrum
190774.723700002,443474.147,914,Picknickbank,Park,Centrum
188620.163800001,441092.591800001,915,Bank,Speeltuin,Elden
187684.7601,440024.414999999,916,Bank,Speeltuin,De Laar
187630.968699999,440257.103500001,917,Bank,Speeltuin,De Laar
187632.8539,440258.790199999,918,Bank,Speeltuin,De Laar
187681.3719,440358.604499999,919,Bank,Speeltuin,De Laar
187819.583900001,440485.009399999,920,Bank,Speeltuin,De Laar
187696.651700001,440705.969999999,921,Bank,Speeltuin,De Laar
187399.584199999,441482.899300002,922,Bank,Trottoir,Elderveld
187747.216800001,441667.148899999,923,Bank,Bushalte,Elderveld
191542.263799999,443245.737500001,924,Bank,Speeltuin,Arnhemse Broek
191539.783300001,443256.056299999,925,Bank,Speeltuin,Arnhemse Broek
191549.407600001,443264.092999998,926,Bank,Speeltuin,Arnhemse Broek
191578.035599999,443270.770199999,927,Bank,Speeltuin,Arnhemse Broek
192003.095199998,443289.5583,928,Bank,Speeltuin,Arnhemse Broek
191864.000100002,443407.599800002,929,Bank,Speeltuin,Arnhemse Broek
191862.561500002,443408.492800001,930,Bank,Speeltuin,Arnhemse Broek
191883.347800002,443411.816599999,931,Bank,Speeltuin,Arnhemse Broek
191884.588100001,443413.404100001,932,Bank,Speeltuin,Arnhemse Broek
191904.6292,443430.357000001,933,Bank,Speeltuin,Arnhemse Broek
192152.875,443368.7421,934,Bank,Speeltuin,Arnhemse Broek
192152.478100002,443370.9745,935,Bank,Speeltuin,Arnhemse Broek
192151.882800002,443373.355700001,936,Bank,Speeltuin,Arnhemse Broek
192167.1336,443394.340500001,937,Bank,Speeltuin,Arnhemse Broek
192168.4234,443388.883499999,938,Bank,Speeltuin,Arnhemse Broek
192167.8281,443391.661600001,939,Bank,Speeltuin,Arnhemse Broek
192145.156599998,443408.826499999,940,Bank,Speeltuin,Arnhemse Broek
192146.347199999,443403.468699999,941,Bank,Speeltuin,Arnhemse Broek
192145.751899999,443406.147599999,942,Bank,Speeltuin,Arnhemse Broek
191748.8807,443575.950300001,943,Bank,Speeltuin,Arnhemse Broek
191626.9494,443636.4758,944,Bank,Park,Spijkerkwartier
192493.5579,443457.254999999,945,Bank,Speeltuin,Arnhemse Broek
190427.8409,442041.342700001,946,Picknickbank,Park,Malburgen-Oost (Zuid)
188117.560899999,441564.263099998,947,Bank,Speeltuin,Elderveld
188130.8389,442091.2491,948,Picknickbank,Park,Elderveld
187573.3233,441932.980099998,949,Bank,Speeltuin,Elderveld
187475.2291,441904.5046,950,Bank,Speeltuin,Elderveld
187964.447299998,441734.8145,951,Bank,Park,Elderveld
188171.262200002,441948.379900001,952,Bank,Speeltuin,Elderveld
188369.1789,441735.338300001,953,Bank,Speeltuin,Elderveld
188375.4219,441728.944899999,954,Bank,Speeltuin,Elderveld
188490.127500001,441959.7042,955,Bank,Park,Elderveld
188455.332899999,442127.050099999,956,Bank,Park,Elderveld
188496.384,442181.0484,957,Picknickbank,Park,Elderveld
188543.369399998,442189.243999999,958,Picknickbank,Park,Elderveld
188550.623399999,442179.037,959,Bank,Park,Elderveld
188361.642499998,442018.764899999,960,Bank,Trottoir,Elderveld
188221.391899999,442082.087900002,961,Bank,Park,Elderveld
187876.351399999,442111.884199999,962,Picknickbank,Park,Elderveld
187799.299800001,442117.1928,963,Bank,Park,Elderveld
187754.7892,442059.305100001,964,Bank,Park,Elderveld
187387.783399999,441972.638799999,965,Bank,Park,Elderveld
187264.203699999,441906.6457,966,Bank,Park,Elderveld
187308.346500002,441880.764199998,967,Bank,Park,Elderveld
187385.633200001,441924.160599999,968,Bank,Park,Elderveld
187546.026999999,441987.623199999,969,Bank,Park,Elderveld
187623.921999998,442016.466400001,970,Bank,Park,Elderveld
187246.9597,441775.539000001,971,Bank,Speeltuin,Elderveld
187171.213399999,441757.335499998,972,Bank,Park,Elderveld
187170.4945,441811.565900002,973,Bank,Park,Elderveld
186671.736400001,441764.396499999,974,Bank,Park,Schuytgraaf
187356.6844,441165.146600001,975,Bank,Overig,Elderveld
187384.442299999,441165.921500001,976,Bank,Overig,Elderveld
188196.881000001,441671.6336,977,Bank,Overig,Elderveld
188003.008099999,441580.274799999,978,Bank,Park,Elderveld
187974.517900001,441612.217900001,979,Bank,Speeltuin,Elderveld
187758.533599999,441660.502999999,980,Bank,Overig,Elderveld
187761.9177,441664.544199999,981,Bank,Overig,Elderveld
187844.9384,441418.4518,982,Bank,Park,Elderveld
187913.772100002,441328.595699999,983,Bank,Park,Elderveld
187911.986900002,441329.925500002,984,Bank,Park,Elderveld
188026.657000002,441424.982799999,985,Bank,Park,Elderveld
188047.611000001,441472.536800001,986,Bank,Park,Elderveld
188066.116,441193.233100001,987,Bank,Park,Elderveld
188038.7038,441197.692699999,988,Picknickbank,Park,Elderveld
188034.100699998,441173.9087,989,Picknickbank,Park,Elderveld
188057.019400001,441131.555100001,990,Bank,Park,Elderveld
188128.460999999,441170.745299999,991,Bank,Speeltuin,Elderveld
188152.389899999,441111.4058,992,Bank,Park,Elderveld
187886.8528,441284.996100001,993,Bank,Park,Elderveld
187830.0462,441310.606899999,994,Bank,Park,Elderveld
187759.673900001,441277.187899999,995,Bank,Park,Elderveld
187521.923700001,441577.923599999,996,Bank,Park,Elderveld
187352.872099999,441403.7883,997,Bank,Trottoir,Elderveld
187342.608600002,441397.456900001,998,Bank,Trottoir,Elderveld
187277.2687,441463.974800002,999,Bank,Speeltuin,Elderveld
187216.214299999,441211.992600001,1000,Bank,Park,Elderveld
187274.675999999,441095.238699999,1001,Bank,Park,Elderveld
187274.695799999,441068.526099999,1002,Bank,Park,Elderveld
187167.558400001,441491.1994,1003,Bank,Park,Elderveld
189362.071699999,441765.6351,1004,Bank,Park,Elden
189421.468600001,441816.859200001,1005,Bank,Park,Elden
189019.254700001,441913.8759,1006,Bank,Park,Elden
189020.377300002,441908.024,1007,Bank,Park,Elden
189012.306000002,441852.4778,1008,Bank,Park,Elden
188976.706900001,441849.4047,1009,Bank,Park,Elden
188992.689800002,441777.634799998,1010,Bank,Park,Elden
188977.815299999,441718.593600001,1011,Picknickbank,Park,Elden
188868.556600001,441737.132100001,1012,Picknickbank,Park,Elden
188806.615800001,441747.7302,1013,Bank,Park,Elden
188765.701299999,441764.550099999,1014,Bank,Park,Elden
188834.975699998,441833.534600001,1015,Bank,Park,Elden
188883.8442,441840.228999998,1016,Bank,Park,Elden
188761.392499998,441551.6175,1017,Bank,Park,Elden
188796.059999999,441598.876800001,1018,Bank,Park,Elden
188835.804000001,441652.339200001,1019,Bank,Park,Elden
188941.108600002,441562.074700002,1020,Picknickbank,Speeltuin,Elden
188932.978599999,441525.7564,1021,Bank,Trottoir,Elden
188930.890999999,441522.293299999,1022,Bank,Trottoir,Elden
188930.890999999,441522.293299999,1023,Bank,Trottoir,Elden
189027.204500001,441578.470899999,1024,Bank,Trottoir,Elden
189029.708900001,441580.508499999,1025,Bank,Trottoir,Elden
189031.666999999,441581.879999999,1026,Bank,Trottoir,Elden
189037.273400001,441199.905200001,1027,Bank,Trottoir,Elden
189042.8266,441208.140299998,1028,Bank,Trottoir,Elden
189053.024599999,441224.888599999,1029,Bank,Trottoir,Elden
189066.327,441243.124299999,1030,Bank,Trottoir,Elden
189106.692200001,441213.176199999,1031,Bank,Trottoir,Elden
189111.7053,441205.8631,1032,Bank,Trottoir,Elden
189108.288400002,441204.228300001,1033,Bank,Trottoir,Elden
189104.039099999,441198.4307,1034,Bank,Trottoir,Elden
189093.335499998,441182.518399999,1035,Bank,Trottoir,Elden
189090.325800002,441179.989500001,1036,Bank,Trottoir,Elden
187031.813299999,441395.0064,1037,Bank,Speeltuin,Elderveld
186993.739300001,441181.643599998,1038,Bank,Speeltuin,Elderveld
186998.7632,441181.937199999,1039,Bank,Trottoir,Elderveld
187013.7381,441090.471999999,1040,Bank,Speeltuin,Elderveld
187210.546700001,441000.5616,1041,Bank,Speeltuin,Elderveld
187404.9771,441132.084199999,1042,Bank,Park,Elderveld
187713.882100001,441001.383400001,1043,Bank,Speeltuin,Elderveld
191358.6494,440369.253600001,1044,Bank,Park,Vredenburg/Kronenburg
191350.850499999,440360.565200001,1045,Bank,Park,Vredenburg/Kronenburg
190221.923799999,445252.497400001,1046,Bank,Park,Burgemeesterswijk/Hoogkamp
190278.094099998,445273.185600001,1047,Bank,Park,Burgemeesterswijk/Hoogkamp
190329.955800001,445299.296700001,1048,Bank,Park,Burgemeesterswijk/Hoogkamp
190284.520300001,445229.920299999,1049,Bank,Park,Burgemeesterswijk/Hoogkamp
190263.425500002,445213.883000001,1050,Bank,Park,Burgemeesterswijk/Hoogkamp
190241.407000002,445183.9956,1051,Bank,Park,Burgemeesterswijk/Hoogkamp
190218.8211,445125.684099998,1052,Bank,Park,Burgemeesterswijk/Hoogkamp
190218.91,445119.844500002,1053,Bank,Park,Burgemeesterswijk/Hoogkamp
190188.588,445116.260499999,1054,Bank,Park,Burgemeesterswijk/Hoogkamp
190182.4329,445118.4608,1055,Bank,Park,Burgemeesterswijk/Hoogkamp
190243.084199999,445072.569400001,1056,Bank,Park,Burgemeesterswijk/Hoogkamp
190215.081099998,445109.014699999,1057,Bijzondere bank,Park,Burgemeesterswijk/Hoogkamp
190199.8915,445026.803800002,1058,Bank,Park,Burgemeesterswijk/Hoogkamp
190241.803399999,444965.720899999,1059,Bank,Park,Burgemeesterswijk/Hoogkamp
190257.559900001,444930.673500001,1060,Bank,Park,Burgemeesterswijk/Hoogkamp
190158.424199998,444961.8325,1061,Bank,Park,Burgemeesterswijk/Hoogkamp
190139.571699999,444999.267999999,1062,Bank,Park,Burgemeesterswijk/Hoogkamp
190115.528299998,445028.5033,1063,Bank,Park,Burgemeesterswijk/Hoogkamp
190123.069899999,445046.634799998,1064,Bank,Park,Burgemeesterswijk/Hoogkamp
190122.4659,445074.861900002,1065,Bank,Park,Burgemeesterswijk/Hoogkamp
190118.304299999,445099.222899999,1066,Bank,Park,Burgemeesterswijk/Hoogkamp
190107.131000001,445117.911400001,1067,Bank,Park,Burgemeesterswijk/Hoogkamp
190071.146000002,445069.125599999,1068,Bank,Park,Burgemeesterswijk/Hoogkamp
190024.530400001,445135.130800001,1069,Bank,Park,Burgemeesterswijk/Hoogkamp
190018.661499999,445166.430300001,1070,Bank,Park,Burgemeesterswijk/Hoogkamp
189989.441399999,445254.332600001,1071,Bank,Park,Burgemeesterswijk/Hoogkamp
190008.5583,445302.041000001,1072,Bank,Park,Burgemeesterswijk/Hoogkamp
190044.034699999,445332.180399999,1073,Bank,Park,Burgemeesterswijk/Hoogkamp
190070.818100002,445344.671300001,1074,Bank,Park,Burgemeesterswijk/Hoogkamp
190111.070999999,445286.404100001,1075,Bank,Park,Burgemeesterswijk/Hoogkamp
190118.348099999,445275.980300002,1076,Bank,Park,Burgemeesterswijk/Hoogkamp
190181.7205,445215.949700002,1077,Bank,Park,Burgemeesterswijk/Hoogkamp
190200.651999999,445243.722100001,1078,Bank,Park,Burgemeesterswijk/Hoogkamp
190296.622000001,444518.2502,1079,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190296.622000001,444518.2502,1080,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190412.8495,444408.298,1081,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190466.324099999,444372.083799999,1082,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190467.929099999,444370.4956,1083,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190494.576499999,444356.848299999,1084,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190511.387400001,444346.716800001,1085,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190524.035300002,444334.246100001,1086,Bank,Trottoir,Burgemeesterswijk/Hoogkamp
190597.850099999,444368.056600001,1087,Bank,Park,Burgemeesterswijk/Hoogkamp
190600.963300001,444372.644400001,1088,Bank,Park,Burgemeesterswijk/Hoogkamp
190368.1461,444471.652399998,1089,Bank,Park,Burgemeesterswijk/Hoogkamp
190366.003600001,444475.497400001,1090,Bank,Park,Burgemeesterswijk/Hoogkamp
190698.5348,444314.409899998,1091,Picknickbank,Speeltuin,Burgemeesterswijk/Hoogkamp
190202.204,444781.489700001,1092,Bank,Park,Burgemeesterswijk/Hoogkamp
190202.380100001,444789.3072,1093,Bank,Park,Burgemeesterswijk/Hoogkamp
190219.311299998,444834.244399998,1094,Bank,Park,Burgemeesterswijk/Hoogkamp
190195.009799998,444872.967799999,1095,Bank,Park,Burgemeesterswijk/Hoogkamp
190338.982700001,444806.725900002,1096,Bank,Park,Burgemeesterswijk/Hoogkamp
190378.165399998,444778.7568,1097,Bank,Park,Burgemeesterswijk/Hoogkamp
190400.105300002,444728.021699999,1098,Bank,Park,Burgemeesterswijk/Hoogkamp
190322.256499998,444697.250799999,1099,Bank,Park,Burgemeesterswijk/Hoogkamp
190510.985800002,444654.427700002,1100,Bank,Park,Burgemeesterswijk/Hoogkamp
190610.676899999,444598.565499999,1101,Bank,Park,Burgemeesterswijk/Hoogkamp
190645.987,444602.506499998,1102,Bank,Park,Burgemeesterswijk/Hoogkamp
190701.900800001,444737.416099999,1103,Bank,Park,Burgemeesterswijk/Hoogkamp
190701.732900001,444747.7357,1104,Bank,Park,Burgemeesterswijk/Hoogkamp
190670.109200001,444751.223000001,1105,Bank,Park,Burgemeesterswijk/Hoogkamp
190650.643100001,444766.785799999,1106,Bank,Park,Burgemeesterswijk/Hoogkamp
190619.052999999,444788.672499999,1107,Bank,Park,Burgemeesterswijk/Hoogkamp
190630.7491,444780.286600001,1108,Bank,Park,Burgemeesterswijk/Hoogkamp
190618.0594,444776.124499999,1109,Bank,Park,Burgemeesterswijk/Hoogkamp
190609.618500002,444760.4597,1110,Bank,Park,Burgemeesterswijk/Hoogkamp
190615.6468,444755.626699999,1111,Bank,Park,Burgemeesterswijk/Hoogkamp
190605.042399999,444735.3462,1112,Bank,Park,Burgemeesterswijk/Hoogkamp
190598.8202,444739.8422,1113,Bank,Park,Burgemeesterswijk/Hoogkamp
190612.691100001,444722.492699999,1114,Bank,Park,Burgemeesterswijk/Hoogkamp
190647.823899999,444725.5722,1115,Bank,Park,Burgemeesterswijk/Hoogkamp
190668.294300001,444726.771299999,1116,Bank,Park,Burgemeesterswijk/Hoogkamp
190526.663699999,444841.695999999,1117,Bank,Park,Burgemeesterswijk/Hoogkamp
190499.410300002,444852.531199999,1118,Bank,Park,Burgemeesterswijk/Hoogkamp
190540.3794,444863.920000002,1119,Bank,Park,Burgemeesterswijk/Hoogkamp
190393.799899999,444891.045200001,1120,Bank,Park,Burgemeesterswijk/Hoogkamp
190334.694899999,444906.191300001,1121,Bank,Park,Burgemeesterswijk/Hoogkamp
190319.874200001,444927.800500002,1122,Bank,Park,Burgemeesterswijk/Hoogkamp
190284.222199999,444960.254799999,1123,Bank,Park,Burgemeesterswijk/Hoogkamp
190264.998100001,444996.951299999,1124,Bank,Park,Burgemeesterswijk/Hoogkamp
190236.276299998,445103.758000001,1125,Bank,Park,Burgemeesterswijk/Hoogkamp
